SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable
2020,Public Service,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty six percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty two percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty two percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,twelve percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,seven percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty five percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty four percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty three percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,eleven percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,six percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty five percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty two percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty two percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,twelve percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,seven percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty five percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty four percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty two percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,eleven percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,six percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Public Service,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty one percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty one percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty five percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,fourteen percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,eight percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Health Canada,Q72h,"Question 72h. Overall, to what extent do the following factors cause you work-related stress? Competing or constantly changing priorities",twenty one percent voted for ,Competing or constantly changing priorities does not cause me any stress.,thirty three percent voted for ,Competing or constantly changing priorities causes me a small amount of stress.,twenty six percent voted for ,Competing or constantly changing priorities moderately contributes to my stress.,twelve percent voted for ,Competing or constantly changing priorities contributes significantly to my stress.,six percent voted for ,Competing or constantly changing priorities is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty five percent voted for ,Lack of clear expectations does not cause me any stress.,twenty nine percent voted for ,Lack of clear expectations causes me a small amount of stress.,seventeen percent voted for ,Lack of clear expectations moderately contributes to my stress.,nine percent voted for ,Lack of clear expectations contributes significantly to my stress.,eight percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2022,Health Canada,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty two percent voted for ,Lack of clear expectations does not cause me any stress.,thirty percent voted for ,Lack of clear expectations causes me a small amount of stress.,eighteen percent voted for ,Lack of clear expectations moderately contributes to my stress.,ten percent voted for ,Lack of clear expectations contributes significantly to my stress.,eight percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2020,Public Service,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty three percent voted for ,Lack of clear expectations does not cause me any stress.,thirty one percent voted for ,Lack of clear expectations causes me a small amount of stress.,nineteen percent voted for ,Lack of clear expectations moderately contributes to my stress.,ten percent voted for ,Lack of clear expectations contributes significantly to my stress.,six percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty four percent voted for ,Lack of clear expectations does not cause me any stress.,thirty two percent voted for ,Lack of clear expectations causes me a small amount of stress.,eighteen percent voted for ,Lack of clear expectations moderately contributes to my stress.,ten percent voted for ,Lack of clear expectations contributes significantly to my stress.,five percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty one percent voted for ,Lack of clear expectations does not cause me any stress.,thirty one percent voted for ,Lack of clear expectations causes me a small amount of stress.,nineteen percent voted for ,Lack of clear expectations moderately contributes to my stress.,ten percent voted for ,Lack of clear expectations contributes significantly to my stress.,seven percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",thirty two percent voted for ,Lack of clear expectations does not cause me any stress.,thirty one percent voted for ,Lack of clear expectations causes me a small amount of stress.,nineteen percent voted for ,Lack of clear expectations moderately contributes to my stress.,ten percent voted for ,Lack of clear expectations contributes significantly to my stress.,six percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Public Service,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",twenty seven percent voted for ,Lack of clear expectations does not cause me any stress.,thirty one percent voted for ,Lack of clear expectations causes me a small amount of stress.,twenty two percent voted for ,Lack of clear expectations moderately contributes to my stress.,twelve percent voted for ,Lack of clear expectations contributes significantly to my stress.,seven percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Health Canada,Q72i,"Question 72i. Overall, to what extent do the following factors cause you work-related stress? Lack of clear expectations",twenty seven percent voted for ,Lack of clear expectations does not cause me any stress.,thirty three percent voted for ,Lack of clear expectations causes me a small amount of stress.,twenty one percent voted for ,Lack of clear expectations moderately contributes to my stress.,eleven percent voted for ,Lack of clear expectations contributes significantly to my stress.,six percent voted for ,Lack of clear expectations is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty five percent voted for ,Lack of recognition does not cause me any stress.,twenty five percent voted for ,Lack of recognition causes me a small amount of stress.,thirteen percent voted for ,Lack of recognition moderately contributes to my stress.,seven percent voted for ,Lack of recognition contributes significantly to my stress.,eight percent voted for ,Lack of recognition is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2022,Health Canada,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty four percent voted for ,Lack of recognition does not cause me any stress.,twenty seven percent voted for ,Lack of recognition causes me a small amount of stress.,thirteen percent voted for ,Lack of recognition moderately contributes to my stress.,seven percent voted for ,Lack of recognition contributes significantly to my stress.,seven percent voted for ,Lack of recognition is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Public Service,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty five percent voted for ,Lack of recognition does not cause me any stress.,twenty six percent voted for ,Lack of recognition causes me a small amount of stress.,fourteen percent voted for ,Lack of recognition moderately contributes to my stress.,eight percent voted for ,Lack of recognition contributes significantly to my stress.,six percent voted for ,Lack of recognition is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty seven percent voted for ,Lack of recognition does not cause me any stress.,twenty six percent voted for ,Lack of recognition causes me a small amount of stress.,fourteen percent voted for ,Lack of recognition moderately contributes to my stress.,seven percent voted for ,Lack of recognition contributes significantly to my stress.,five percent voted for ,Lack of recognition is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty two percent voted for ,Lack of recognition does not cause me any stress.,twenty seven percent voted for ,Lack of recognition causes me a small amount of stress.,fifteen percent voted for ,Lack of recognition moderately contributes to my stress.,eight percent voted for ,Lack of recognition contributes significantly to my stress.,seven percent voted for ,Lack of recognition is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q72j,"Question 72j. Overall, to what extent do the following factors cause you work-related stress? Lack of recognition",forty three percent voted for ,Lack of recognition does not cause me any stress.,twenty seven percent voted for ,Lack of recognition causes me a small amount of stress.,fifteen percent voted for ,Lack of recognition moderately contributes to my stress.,seven percent voted for ,Lack of recognition contributes significantly to my stress.,seven percent voted for ,Lack of recognition is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72k,"Question 72k. Overall, to what extent do the following factors cause you work-related stress? Feeling disconnected from colleagues",fifty percent voted for ,Feeling disconnected from colleagues does not cause me any stress.,twenty six percent voted for ,Feeling disconnected from colleagues causes me a small amount of stress.,twelve percent voted for ,Feeling disconnected from colleagues moderately contributes to my stress.,five percent voted for ,Feeling disconnected from colleagues contributes significantly to my stress.,four percent voted for ,Feeling disconnected from colleagues is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2022,Health Canada,Q72k,"Question 72k. Overall, to what extent do the following factors cause you work-related stress? Feeling disconnected from colleagues",fifty one percent voted for ,Feeling disconnected from colleagues does not cause me any stress.,twenty six percent voted for ,Feeling disconnected from colleagues causes me a small amount of stress.,eleven percent voted for ,Feeling disconnected from colleagues moderately contributes to my stress.,six percent voted for ,Feeling disconnected from colleagues contributes significantly to my stress.,four percent voted for ,Feeling disconnected from colleagues is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2020,Public Service,Q72k,"Question 72k. Overall, to what extent do the following factors cause you work-related stress? Feeling disconnected from colleagues",thirty percent voted for ,Feeling disconnected from colleagues does not cause me any stress.,thirty percent voted for ,Feeling disconnected from colleagues causes me a small amount of stress.,twenty one percent voted for ,Feeling disconnected from colleagues moderately contributes to my stress.,eleven percent voted for ,Feeling disconnected from colleagues contributes significantly to my stress.,six percent voted for ,Feeling disconnected from colleagues is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72k,"Question 72k. Overall, to what extent do the following factors cause you work-related stress? Feeling disconnected from colleagues",twenty six percent voted for ,Feeling disconnected from colleagues does not cause me any stress.,thirty two percent voted for ,Feeling disconnected from colleagues causes me a small amount of stress.,twenty four percent voted for ,Feeling disconnected from colleagues moderately contributes to my stress.,eleven percent voted for ,Feeling disconnected from colleagues contributes significantly to my stress.,six percent voted for ,Feeling disconnected from colleagues is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",thirty two percent voted for ,Information overload does not cause me any stress.,thirty percent voted for ,Information overload causes me a small amount of stress.,nineteen percent voted for ,Information overload moderately contributes to my stress.,nine percent voted for ,Information overload contributes significantly to my stress.,seven percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Health Canada,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",thirty three percent voted for ,Information overload does not cause me any stress.,thirty two percent voted for ,Information overload causes me a small amount of stress.,eighteen percent voted for ,Information overload moderately contributes to my stress.,nine percent voted for ,Information overload contributes significantly to my stress.,six percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Public Service,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",twenty eight percent voted for ,Information overload does not cause me any stress.,thirty one percent voted for ,Information overload causes me a small amount of stress.,twenty two percent voted for ,Information overload moderately contributes to my stress.,twelve percent voted for ,Information overload contributes significantly to my stress.,eight percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",twenty four percent voted for ,Information overload does not cause me any stress.,thirty three percent voted for ,Information overload causes me a small amount of stress.,twenty three percent voted for ,Information overload moderately contributes to my stress.,twelve percent voted for ,Information overload contributes significantly to my stress.,seven percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",thirty three percent voted for ,Information overload does not cause me any stress.,thirty one percent voted for ,Information overload causes me a small amount of stress.,nineteen percent voted for ,Information overload moderately contributes to my stress.,ten percent voted for ,Information overload contributes significantly to my stress.,six percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",thirty four percent voted for ,Information overload does not cause me any stress.,thirty two percent voted for ,Information overload causes me a small amount of stress.,nineteen percent voted for ,Information overload moderately contributes to my stress.,eight percent voted for ,Information overload contributes significantly to my stress.,five percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Public Service,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",twenty seven percent voted for ,Information overload does not cause me any stress.,thirty one percent voted for ,Information overload causes me a small amount of stress.,twenty two percent voted for ,Information overload moderately contributes to my stress.,twelve percent voted for ,Information overload contributes significantly to my stress.,seven percent voted for ,Information overload is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2018,Health Canada,Q72l,"Question 72l. Overall, to what extent do the following factors cause you work-related stress? Information overload",twenty eight percent voted for ,Information overload does not cause me any stress.,thirty three percent voted for ,Information overload causes me a small amount of stress.,twenty two percent voted for ,Information overload moderately contributes to my stress.,eleven percent voted for ,Information overload contributes significantly to my stress.,five percent voted for ,Information overload is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",fifty six percent voted for ,Physical work environment does not cause me any stress.,twenty percent voted for ,Physical work environment causes me a small amount of stress.,ten percent voted for ,Physical work environment moderately contributes to my stress.,five percent voted for ,Physical work environment contributes significantly to my stress.,six percent voted for ,Physical work environment is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,three percent voted for ,This does not apply to me.
2022,Health Canada,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",forty six percent voted for ,Physical work environment does not cause me any stress.,twenty three percent voted for ,Physical work environment causes me a small amount of stress.,thirteen percent voted for ,Physical work environment moderately contributes to my stress.,six percent voted for ,Physical work environment contributes significantly to my stress.,eight percent voted for ,Physical work environment is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,three percent voted for ,This does not apply to me.
2020,Public Service,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",forty eight percent voted for ,Physical work environment does not cause me any stress.,twenty eight percent voted for ,Physical work environment causes me a small amount of stress.,fourteen percent voted for ,Physical work environment moderately contributes to my stress.,five percent voted for ,Physical work environment contributes significantly to my stress.,three percent voted for ,Physical work environment is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Health Canada,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",forty five percent voted for ,Physical work environment does not cause me any stress.,thirty percent voted for ,Physical work environment causes me a small amount of stress.,sixteen percent voted for ,Physical work environment moderately contributes to my stress.,five percent voted for ,Physical work environment contributes significantly to my stress.,three percent voted for ,Physical work environment is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Public Service,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",fifty two percent voted for ,Physical work environment does not cause me any stress.,twenty four percent voted for ,Physical work environment causes me a small amount of stress.,twelve percent voted for ,Physical work environment moderately contributes to my stress.,five percent voted for ,Physical work environment contributes significantly to my stress.,four percent voted for ,Physical work environment is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2019,Health Canada,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",fifty two percent voted for ,Physical work environment does not cause me any stress.,twenty four percent voted for ,Physical work environment causes me a small amount of stress.,twelve percent voted for ,Physical work environment moderately contributes to my stress.,five percent voted for ,Physical work environment contributes significantly to my stress.,four percent voted for ,Physical work environment is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2018,Public Service,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",fifty percent voted for ,Physical work environment does not cause me any stress.,twenty five percent voted for ,Physical work environment causes me a small amount of stress.,thirteen percent voted for ,Physical work environment moderately contributes to my stress.,six percent voted for ,Physical work environment contributes significantly to my stress.,four percent voted for ,Physical work environment is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2018,Health Canada,Q72m,"Question 72m. Overall, to what extent do the following factors cause you work-related stress? Physical work environment",forty nine percent voted for ,Physical work environment does not cause me any stress.,twenty four percent voted for ,Physical work environment causes me a small amount of stress.,thirteen percent voted for ,Physical work environment moderately contributes to my stress.,six percent voted for ,Physical work environment contributes significantly to my stress.,five percent voted for ,Physical work environment is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.
2022,Public Service,Q72n,"Question 72n. Overall, to what extent do the following factors cause you work-related stress? Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment)",forty six percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) does not cause me any stress.",thirty one percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) causes me a small amount of stress.",thirteen percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) moderately contributes to my stress.",five percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) contributes significantly to my stress.",four percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) is a major cause of my work-related stress.",zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Health Canada,Q72n,"Question 72n. Overall, to what extent do the following factors cause you work-related stress? Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment)",forty one percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) does not cause me any stress.",thirty three percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) causes me a small amount of stress.",fifteen percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) moderately contributes to my stress.",six percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) contributes significantly to my stress.",four percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) is a major cause of my work-related stress.",zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2020,Public Service,Q72n,"Question 72n. Overall, to what extent do the following factors cause you work-related stress? Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment)",thirty three percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) does not cause me any stress.",thirty five percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) causes me a small amount of stress.",twenty percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) moderately contributes to my stress.",eight percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) contributes significantly to my stress.",four percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) is a major cause of my work-related stress.",zero percent voted for this option.,I am unsure.,zero percent voted for ,This does not apply to me.
2020,Health Canada,Q72n,"Question 72n. Overall, to what extent do the following factors cause you work-related stress? Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment)",thirty two percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) does not cause me any stress.",thirty seven percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) causes me a small amount of stress.",nineteen percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) moderately contributes to my stress.",seven percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) contributes significantly to my stress.",four percent voted for ,"Difficulty accessing my work tools or network (e.g., work email, work device, ergonomic equipment) is a major cause of my work-related stress.",zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.
2022,Public Service,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",seventy percent voted for ,Accessibility or accommodation issues does not cause me any stress.,twelve percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,four percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,eight percent voted for ,This does not apply to me.
2022,Health Canada,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",sixty seven percent voted for ,Accessibility or accommodation issues does not cause me any stress.,thirteen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,five percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,three percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,nine percent voted for ,This does not apply to me.
2020,Public Service,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",sixty eight percent voted for ,Accessibility or accommodation issues does not cause me any stress.,seventeen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,seven percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,four percent voted for ,This does not apply to me.
2020,Health Canada,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",sixty seven percent voted for ,Accessibility or accommodation issues does not cause me any stress.,seventeen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,six percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.
2019,Public Service,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",seventy one percent voted for ,Accessibility or accommodation issues does not cause me any stress.,thirteen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,five percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,six percent voted for ,This does not apply to me.
2019,Health Canada,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",seventy two percent voted for ,Accessibility or accommodation issues does not cause me any stress.,twelve percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,four percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,two percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,seven percent voted for ,This does not apply to me.
2018,Public Service,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",sixty seven percent voted for ,Accessibility or accommodation issues does not cause me any stress.,sixteen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,seven percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,three percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,three percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.
2018,Health Canada,Q72o,"Question 72o. Overall, to what extent do the following factors cause you work-related stress? Accessibility or accommodation issues",sixty six percent voted for ,Accessibility or accommodation issues does not cause me any stress.,fifteen percent voted for ,Accessibility or accommodation issues causes me a small amount of stress.,six percent voted for ,Accessibility or accommodation issues moderately contributes to my stress.,three percent voted for ,Accessibility or accommodation issues contributes significantly to my stress.,two percent voted for ,Accessibility or accommodation issues is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,six percent voted for ,This does not apply to me.
2022,Public Service,Q72p,"Question 72p. Overall, to what extent do the following factors cause you work-related stress? Harassment or discrimination",seventy three percent voted for ,Harassment or discrimination does not cause me any stress.,ten percent voted for ,Harassment or discrimination causes me a small amount of stress.,five percent voted for ,Harassment or discrimination moderately contributes to my stress.,three percent voted for ,Harassment or discrimination contributes significantly to my stress.,four percent voted for ,Harassment or discrimination is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.
2022,Health Canada,Q72p,"Question 72p. Overall, to what extent do the following factors cause you work-related stress? Harassment or discrimination",seventy three percent voted for ,Harassment or discrimination does not cause me any stress.,ten percent voted for ,Harassment or discrimination causes me a small amount of stress.,four percent voted for ,Harassment or discrimination moderately contributes to my stress.,three percent voted for ,Harassment or discrimination contributes significantly to my stress.,three percent voted for ,Harassment or discrimination is a major cause of my work-related stress.,two percent voted for this option.,I am unsure.,six percent voted for ,This does not apply to me.
2020,Public Service,Q72p,"Question 72p. Overall, to what extent do the following factors cause you work-related stress? Harassment or discrimination",seventy six percent voted for ,Harassment or discrimination does not cause me any stress.,ten percent voted for ,Harassment or discrimination causes me a small amount of stress.,five percent voted for ,Harassment or discrimination moderately contributes to my stress.,three percent voted for ,Harassment or discrimination contributes significantly to my stress.,three percent voted for ,Harassment or discrimination is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,three percent voted for ,This does not apply to me.
