SURVEYR,descrip_E,QUESTION,TITLE_E,ANSWER1,Strongly Agree,ANSWER2,Somewhat Agree,ANSWER3,Neither Agree Nor Disagree,ANSWER4,Somewhat Disagree,ANSWER5,Strongly Disagree,ANSWER6,Don't Know,ANSWER7,Not Applicable,Combined_Text,Cleaned_Text,Polarity_Score,percent_answer1,percent_answer2,percent_answer3,percent_answer4,percent_answer5,Weighted_Score,Weighted_Score_Norm,Hybrid_Score,Hybrid_Sentiment
2022,Health Canada,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty one percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty four percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty one percent voted for ,Not enough employees to do the work moderately contributes to my stress.,fifteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,seventeen percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty one percent voted for  Not enough employees to do the work does not cause me any stress. twenty four percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty one percent voted for  Not enough employees to do the work moderately contributes to my stress. fifteen percent voted for  Not enough employees to do the work contributes significantly to my stress. seventeen percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty one percent vote enough employees work cause stress twenty four percent vote enough employees work cause small amount stress twenty one percent vote enough employees work moderately contribute stress fifteen percent vote enough employees work contribute significantly stress seventeen percent vote enough employees work major cause work-related stress,0.017045455,21,24,21,15,17,17,-0.215384615,-0.145655594,Negative
2020,Public Service,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty seven percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty four percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty one percent voted for ,Not enough employees to do the work moderately contributes to my stress.,fourteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,twelve percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty seven percent voted for  Not enough employees to do the work does not cause me any stress. twenty four percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty one percent voted for  Not enough employees to do the work moderately contributes to my stress. fourteen percent voted for  Not enough employees to do the work contributes significantly to my stress. twelve percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty seven percent vote enough employees work cause stress twenty four percent vote enough employees work cause small amount stress twenty one percent vote enough employees work moderately contribute stress fourteen percent vote enough employees work contribute significantly stress twelve percent vote enough employees work major cause work-related stress,0.017045455,27,24,21,14,12,40,-0.038461538,-0.021809441,Neutral
2020,Health Canada,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty two percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty five percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty two percent voted for ,Not enough employees to do the work moderately contributes to my stress.,sixteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,thirteen percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty two percent voted for  Not enough employees to do the work does not cause me any stress. twenty five percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty two percent voted for  Not enough employees to do the work moderately contributes to my stress. sixteen percent voted for  Not enough employees to do the work contributes significantly to my stress. thirteen percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty two percent vote enough employees work cause stress twenty five percent vote enough employees work cause small amount stress twenty two percent vote enough employees work moderately contribute stress sixteen percent vote enough employees work contribute significantly stress thirteen percent vote enough employees work major cause work-related stress,0.017045455,22,25,22,16,13,27,-0.138461538,-0.091809441,Neutral
2019,Public Service,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty four percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty four percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty one percent voted for ,Not enough employees to do the work moderately contributes to my stress.,fifteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,fourteen percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty four percent voted for  Not enough employees to do the work does not cause me any stress. twenty four percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty one percent voted for  Not enough employees to do the work moderately contributes to my stress. fifteen percent voted for  Not enough employees to do the work contributes significantly to my stress. fourteen percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty four percent vote enough employees work cause stress twenty four percent vote enough employees work cause small amount stress twenty one percent vote enough employees work moderately contribute stress fifteen percent vote enough employees work contribute significantly stress fourteen percent vote enough employees work major cause work-related stress,0.017045455,24,24,21,15,14,29,-0.123076923,-0.08104021,Neutral
2019,Health Canada,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty four percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty five percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty three percent voted for ,Not enough employees to do the work moderately contributes to my stress.,fourteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,twelve percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty four percent voted for  Not enough employees to do the work does not cause me any stress. twenty five percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty three percent voted for  Not enough employees to do the work moderately contributes to my stress. fourteen percent voted for  Not enough employees to do the work contributes significantly to my stress. twelve percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty four percent vote enough employees work cause stress twenty five percent vote enough employees work cause small amount stress twenty three percent vote enough employees work moderately contribute stress fourteen percent vote enough employees work contribute significantly stress twelve percent vote enough employees work major cause work-related stress,0.017045455,24,25,23,14,12,35,-0.076923077,-0.048732517,Neutral
2018,Public Service,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",twenty percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty three percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty three percent voted for ,Not enough employees to do the work moderately contributes to my stress.,seventeen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,fifteen percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work twenty percent voted for  Not enough employees to do the work does not cause me any stress. twenty three percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty three percent voted for  Not enough employees to do the work moderately contributes to my stress. seventeen percent voted for  Not enough employees to do the work contributes significantly to my stress. fifteen percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work twenty percent vote enough employees work cause stress twenty three percent vote enough employees work cause small amount stress twenty three percent vote enough employees work moderately contribute stress seventeen percent vote enough employees work contribute significantly stress fifteen percent vote enough employees work major cause work-related stress,0.017045455,20,23,23,17,15,16,-0.223076923,-0.15104021,Negative
2018,Health Canada,Q72d,"Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work",nineteen percent voted for ,Not enough employees to do the work does not cause me any stress.,twenty five percent voted for ,Not enough employees to do the work causes me a small amount of stress.,twenty five percent voted for ,Not enough employees to do the work moderately contributes to my stress.,sixteen percent voted for ,Not enough employees to do the work contributes significantly to my stress.,thirteen percent voted for ,Not enough employees to do the work is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,two percent voted for ,This does not apply to me.,"Q72d Question 72d. Overall, to what extent do the following factors cause you work-related stress? Not enough employees to do the work nineteen percent voted for  Not enough employees to do the work does not cause me any stress. twenty five percent voted for  Not enough employees to do the work causes me a small amount of stress. twenty five percent voted for  Not enough employees to do the work moderately contributes to my stress. sixteen percent voted for  Not enough employees to do the work contributes significantly to my stress. thirteen percent voted for  Not enough employees to do the work is a major cause of my work-related stress.",q72d question 72d overall extent follow factor cause work-related stress enough employees work nineteen percent vote enough employees work cause stress twenty five percent vote enough employees work cause small amount stress twenty five percent vote enough employees work moderately contribute stress sixteen percent vote enough employees work contribute significantly stress thirteen percent vote enough employees work major cause work-related stress,0.017045455,19,25,25,16,13,21,-0.184615385,-0.124117133,Negative
2022,Public Service,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty eight percent voted for ,Overtime or long work hours does not cause me any stress.,twenty two percent voted for ,Overtime or long work hours causes me a small amount of stress.,eleven percent voted for ,Overtime or long work hours moderately contributes to my stress.,six percent voted for ,Overtime or long work hours contributes significantly to my stress.,five percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,seven percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty eight percent voted for  Overtime or long work hours does not cause me any stress. twenty two percent voted for  Overtime or long work hours causes me a small amount of stress. eleven percent voted for  Overtime or long work hours moderately contributes to my stress. six percent voted for  Overtime or long work hours contributes significantly to my stress. five percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty eight percent vote overtime long work hours cause stress twenty two percent vote overtime long work hours cause small amount stress eleven percent vote overtime long work hours moderately contribute stress six percent vote overtime long work hours contribute significantly stress five percent vote overtime long work hours major cause work-related stress,-0.010227273,48,22,11,6,5,102,0.438461538,0.303854895,Positive
2022,Health Canada,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty two percent voted for ,Overtime or long work hours does not cause me any stress.,twenty four percent voted for ,Overtime or long work hours causes me a small amount of stress.,thirteen percent voted for ,Overtime or long work hours moderately contributes to my stress.,seven percent voted for ,Overtime or long work hours contributes significantly to my stress.,seven percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,six percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty two percent voted for  Overtime or long work hours does not cause me any stress. twenty four percent voted for  Overtime or long work hours causes me a small amount of stress. thirteen percent voted for  Overtime or long work hours moderately contributes to my stress. seven percent voted for  Overtime or long work hours contributes significantly to my stress. seven percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty two percent vote overtime long work hours cause stress twenty four percent vote overtime long work hours cause small amount stress thirteen percent vote overtime long work hours moderately contribute stress seven percent vote overtime long work hours contribute significantly stress seven percent vote overtime long work hours major cause work-related stress,-0.010227273,42,24,13,7,7,87,0.323076923,0.223085664,Positive
2020,Public Service,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty eight percent voted for ,Overtime or long work hours does not cause me any stress.,twenty three percent voted for ,Overtime or long work hours causes me a small amount of stress.,thirteen percent voted for ,Overtime or long work hours moderately contributes to my stress.,seven percent voted for ,Overtime or long work hours contributes significantly to my stress.,five percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,four percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty eight percent voted for  Overtime or long work hours does not cause me any stress. twenty three percent voted for  Overtime or long work hours causes me a small amount of stress. thirteen percent voted for  Overtime or long work hours moderately contributes to my stress. seven percent voted for  Overtime or long work hours contributes significantly to my stress. five percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty eight percent vote overtime long work hours cause stress twenty three percent vote overtime long work hours cause small amount stress thirteen percent vote overtime long work hours moderately contribute stress seven percent vote overtime long work hours contribute significantly stress five percent vote overtime long work hours major cause work-related stress,-0.010227273,48,23,13,7,5,102,0.438461538,0.303854895,Positive
2020,Health Canada,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",thirty six percent voted for ,Overtime or long work hours does not cause me any stress.,twenty five percent voted for ,Overtime or long work hours causes me a small amount of stress.,seventeen percent voted for ,Overtime or long work hours moderately contributes to my stress.,ten percent voted for ,Overtime or long work hours contributes significantly to my stress.,nine percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,three percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours thirty six percent voted for  Overtime or long work hours does not cause me any stress. twenty five percent voted for  Overtime or long work hours causes me a small amount of stress. seventeen percent voted for  Overtime or long work hours moderately contributes to my stress. ten percent voted for  Overtime or long work hours contributes significantly to my stress. nine percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours thirty six percent vote overtime long work hours cause stress twenty five percent vote overtime long work hours cause small amount stress seventeen percent vote overtime long work hours moderately contribute stress ten percent vote overtime long work hours contribute significantly stress nine percent vote overtime long work hours major cause work-related stress,-0.009375,36,25,17,10,9,69,0.184615385,0.126418269,Positive
2019,Public Service,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",fifty two percent voted for ,Overtime or long work hours does not cause me any stress.,twenty two percent voted for ,Overtime or long work hours causes me a small amount of stress.,eleven percent voted for ,Overtime or long work hours moderately contributes to my stress.,five percent voted for ,Overtime or long work hours contributes significantly to my stress.,four percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours fifty two percent voted for  Overtime or long work hours does not cause me any stress. twenty two percent voted for  Overtime or long work hours causes me a small amount of stress. eleven percent voted for  Overtime or long work hours moderately contributes to my stress. five percent voted for  Overtime or long work hours contributes significantly to my stress. four percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours fifty two percent vote overtime long work hours cause stress twenty two percent vote overtime long work hours cause small amount stress eleven percent vote overtime long work hours moderately contribute stress five percent vote overtime long work hours contribute significantly stress four percent vote overtime long work hours major cause work-related stress,-0.010227273,0,22,11,5,4,9,-0.276923077,-0.196914336,Negative
2019,Health Canada,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty eight percent voted for ,Overtime or long work hours does not cause me any stress.,twenty five percent voted for ,Overtime or long work hours causes me a small amount of stress.,twelve percent voted for ,Overtime or long work hours moderately contributes to my stress.,five percent voted for ,Overtime or long work hours contributes significantly to my stress.,four percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,five percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty eight percent voted for  Overtime or long work hours does not cause me any stress. twenty five percent voted for  Overtime or long work hours causes me a small amount of stress. twelve percent voted for  Overtime or long work hours moderately contributes to my stress. five percent voted for  Overtime or long work hours contributes significantly to my stress. four percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty eight percent vote overtime long work hours cause stress twenty five percent vote overtime long work hours cause small amount stress twelve percent vote overtime long work hours moderately contribute stress five percent vote overtime long work hours contribute significantly stress four percent vote overtime long work hours major cause work-related stress,-0.010227273,48,25,12,5,4,108,0.484615385,0.336162587,Positive
2018,Public Service,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty six percent voted for ,Overtime or long work hours does not cause me any stress.,twenty three percent voted for ,Overtime or long work hours causes me a small amount of stress.,thirteen percent voted for ,Overtime or long work hours moderately contributes to my stress.,six percent voted for ,Overtime or long work hours contributes significantly to my stress.,four percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,six percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty six percent voted for  Overtime or long work hours does not cause me any stress. twenty three percent voted for  Overtime or long work hours causes me a small amount of stress. thirteen percent voted for  Overtime or long work hours moderately contributes to my stress. six percent voted for  Overtime or long work hours contributes significantly to my stress. four percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty six percent vote overtime long work hours cause stress twenty three percent vote overtime long work hours cause small amount stress thirteen percent vote overtime long work hours moderately contribute stress six percent vote overtime long work hours contribute significantly stress four percent vote overtime long work hours major cause work-related stress,-0.010227273,46,23,13,6,4,101,0.430769231,0.29847028,Positive
2018,Health Canada,Q72e,"Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours",forty two percent voted for ,Overtime or long work hours does not cause me any stress.,twenty five percent voted for ,Overtime or long work hours causes me a small amount of stress.,fourteen percent voted for ,Overtime or long work hours moderately contributes to my stress.,six percent voted for ,Overtime or long work hours contributes significantly to my stress.,five percent voted for ,Overtime or long work hours is a major cause of my work-related stress.,one percent voted for this option.,I am unsure.,seven percent voted for ,This does not apply to me.,"Q72e Question 72e. Overall, to what extent do the following factors cause you work-related stress? Overtime or long work hours forty two percent voted for  Overtime or long work hours does not cause me any stress. twenty five percent voted for  Overtime or long work hours causes me a small amount of stress. fourteen percent voted for  Overtime or long work hours moderately contributes to my stress. six percent voted for  Overtime or long work hours contributes significantly to my stress. five percent voted for  Overtime or long work hours is a major cause of my work-related stress.",q72e question 72e overall extent follow factor cause work-related stress overtime long work hours forty two percent vote overtime long work hours cause stress twenty five percent vote overtime long work hours cause small amount stress fourteen percent vote overtime long work hours moderately contribute stress six percent vote overtime long work hours contribute significantly stress five percent vote overtime long work hours major cause work-related stress,-0.010227273,42,25,14,6,5,93,0.369230769,0.255393357,Positive
2022,Public Service,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",thirty four percent voted for ,Balancing work and personal life does not cause me any stress.,twenty seven percent voted for ,Balancing work and personal life causes me a small amount of stress.,eighteen percent voted for ,Balancing work and personal life moderately contributes to my stress.,ten percent voted for ,Balancing work and personal life contributes significantly to my stress.,ten percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life thirty four percent voted for  Balancing work and personal life does not cause me any stress. twenty seven percent voted for  Balancing work and personal life causes me a small amount of stress. eighteen percent voted for  Balancing work and personal life moderately contributes to my stress. ten percent voted for  Balancing work and personal life contributes significantly to my stress. ten percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life thirty four percent vote balance work personal life cause stress twenty seven percent vote balance work personal life cause small amount stress eighteen percent vote balance work personal life moderately contribute stress ten percent vote balance work personal life contribute significantly stress ten percent vote balance work personal life major cause work-related stress,0.014423077,34,27,18,10,10,65,0.153846154,0.112019231,Positive
2022,Health Canada,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",twenty eight percent voted for ,Balancing work and personal life does not cause me any stress.,twenty seven percent voted for ,Balancing work and personal life causes me a small amount of stress.,nineteen percent voted for ,Balancing work and personal life moderately contributes to my stress.,twelve percent voted for ,Balancing work and personal life contributes significantly to my stress.,twelve percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life twenty eight percent voted for  Balancing work and personal life does not cause me any stress. twenty seven percent voted for  Balancing work and personal life causes me a small amount of stress. nineteen percent voted for  Balancing work and personal life moderately contributes to my stress. twelve percent voted for  Balancing work and personal life contributes significantly to my stress. twelve percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life twenty eight percent vote balance work personal life cause stress twenty seven percent vote balance work personal life cause small amount stress nineteen percent vote balance work personal life moderately contribute stress twelve percent vote balance work personal life contribute significantly stress twelve percent vote balance work personal life major cause work-related stress,0.017045455,28,27,19,12,12,47,0.015384615,0.015882867,Neutral
2020,Public Service,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",thirty percent voted for ,Balancing work and personal life does not cause me any stress.,twenty seven percent voted for ,Balancing work and personal life causes me a small amount of stress.,twenty one percent voted for ,Balancing work and personal life moderately contributes to my stress.,twelve percent voted for ,Balancing work and personal life contributes significantly to my stress.,ten percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life thirty percent voted for  Balancing work and personal life does not cause me any stress. twenty seven percent voted for  Balancing work and personal life causes me a small amount of stress. twenty one percent voted for  Balancing work and personal life moderately contributes to my stress. twelve percent voted for  Balancing work and personal life contributes significantly to my stress. ten percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life thirty percent vote balance work personal life cause stress twenty seven percent vote balance work personal life cause small amount stress twenty one percent vote balance work personal life moderately contribute stress twelve percent vote balance work personal life contribute significantly stress ten percent vote balance work personal life major cause work-related stress,0.015625,30,27,21,12,10,55,0.076923077,0.058533654,Neutral
2020,Health Canada,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",twenty three percent voted for ,Balancing work and personal life does not cause me any stress.,twenty six percent voted for ,Balancing work and personal life causes me a small amount of stress.,twenty three percent voted for ,Balancing work and personal life moderately contributes to my stress.,fifteen percent voted for ,Balancing work and personal life contributes significantly to my stress.,thirteen percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life twenty three percent voted for  Balancing work and personal life does not cause me any stress. twenty six percent voted for  Balancing work and personal life causes me a small amount of stress. twenty three percent voted for  Balancing work and personal life moderately contributes to my stress. fifteen percent voted for  Balancing work and personal life contributes significantly to my stress. thirteen percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life twenty three percent vote balance work personal life cause stress twenty six percent vote balance work personal life cause small amount stress twenty three percent vote balance work personal life moderately contribute stress fifteen percent vote balance work personal life contribute significantly stress thirteen percent vote balance work personal life major cause work-related stress,0.017045455,23,26,23,15,13,31,-0.107692308,-0.070270979,Neutral
2019,Public Service,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",thirty four percent voted for ,Balancing work and personal life does not cause me any stress.,twenty nine percent voted for ,Balancing work and personal life causes me a small amount of stress.,nineteen percent voted for ,Balancing work and personal life moderately contributes to my stress.,nine percent voted for ,Balancing work and personal life contributes significantly to my stress.,eight percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life thirty four percent voted for  Balancing work and personal life does not cause me any stress. twenty nine percent voted for  Balancing work and personal life causes me a small amount of stress. nineteen percent voted for  Balancing work and personal life moderately contributes to my stress. nine percent voted for  Balancing work and personal life contributes significantly to my stress. eight percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life thirty four percent vote balance work personal life cause stress twenty nine percent vote balance work personal life cause small amount stress nineteen percent vote balance work personal life moderately contribute stress nine percent vote balance work personal life contribute significantly stress eight percent vote balance work personal life major cause work-related stress,0.017045455,34,29,19,9,8,72,0.207692308,0.150498252,Positive
2019,Health Canada,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",thirty two percent voted for ,Balancing work and personal life does not cause me any stress.,thirty percent voted for ,Balancing work and personal life causes me a small amount of stress.,nineteen percent voted for ,Balancing work and personal life moderately contributes to my stress.,ten percent voted for ,Balancing work and personal life contributes significantly to my stress.,eight percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life thirty two percent voted for  Balancing work and personal life does not cause me any stress. thirty percent voted for  Balancing work and personal life causes me a small amount of stress. nineteen percent voted for  Balancing work and personal life moderately contributes to my stress. ten percent voted for  Balancing work and personal life contributes significantly to my stress. eight percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life thirty two percent vote balance work personal life cause stress thirty percent vote balance work personal life cause small amount stress nineteen percent vote balance work personal life moderately contribute stress ten percent vote balance work personal life contribute significantly stress eight percent vote balance work personal life major cause work-related stress,0.015625,32,30,19,10,8,68,0.176923077,0.128533654,Positive
2018,Public Service,Q72f,"Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life",thirty percent voted for ,Balancing work and personal life does not cause me any stress.,twenty seven percent voted for ,Balancing work and personal life causes me a small amount of stress.,twenty one percent voted for ,Balancing work and personal life moderately contributes to my stress.,eleven percent voted for ,Balancing work and personal life contributes significantly to my stress.,nine percent voted for ,Balancing work and personal life is a major cause of my work-related stress.,zero percent voted for this option.,I am unsure.,one percent voted for ,This does not apply to me.,"Q72f Question 72f. Overall, to what extent do the following factors cause you work-related stress? Balancing work and personal life thirty percent voted for  Balancing work and personal life does not cause me any stress. twenty seven percent voted for  Balancing work and personal life causes me a small amount of stress. twenty one percent voted for  Balancing work and personal life moderately contributes to my stress. eleven percent voted for  Balancing work and personal life contributes significantly to my stress. nine percent voted for  Balancing work and personal life is a major cause of my work-related stress.",q72f question 72f overall extent follow factor cause work-related stress balance work personal life thirty percent vote balance work personal life cause stress twenty seven percent vote balance work personal life cause small amount stress twenty one percent vote balance work personal life moderately contribute stress eleven percent vote balance work personal life contribute significantly stress nine percent vote balance work personal life major cause work-related stress,0.017045455,30,27,21,11,9,58,0.1,0.075113636,Neutral
